BusinessName,TaxCode,RegisteredOffice,ZipCode,digitalAddress,vatNumber,recipientCode
Comune di Monselice,00654440288,"Piazza San Marco, 1",35043,monselice.pd@cert.ip-veneto.net,00654440288,c_f382
Comune di Monserrato,92033080927,"Via San Lorenzo, 1",09042,protocollo@pec.comune.monserrato.ca.it,92033080927,c_f383
Comune di Monsummano Terme,81004760476,"Piazza IV Novembre, 75",51015,comune.monsummano@postacert.toscana.it,81004760476,c_f384
Comune di Monta',00307390047,Piazza San Michele 3,12046,comune.monta@pec.comune.monta.cn.it,00307390047,c_f385
Comune di Montabone,00209680057,"Via G. Ferraris, 25",14040,montabone@cert.ruparpiemonte.it,00209680057,c_f386
Comune di Montacuto,85000890062,Via Capoluogo 1,15050,protocollo@pec.comune.montacuto.al.it,85000890062,c_f387
Comune di Montafia,00122310055,"Piazza Camillo Riccio, 7",14014,montafia@cert.ruparpiemonte.it,00122310055,c_f390
Comune di Montagano,00120060702,"Corso Umberto I, 37",86023,comune.montaganocb@pec.it,00120060702,c_f391
Comune di Montagna in Valtellina,00110940145,Via Piazza 296,23020,protocollo.montagnainvaltellina@cert.provincia.so.it,00110940145,c_f393
Comune di Montagnana,00660400284,Via Carrarese N.14,35044,montagnana.pd@cert.ip-veneto.net,00660400284,c_f394
Comune di Montagnareale,86000270834,Via Vittorio Emanuele,98060,protocollo@pec.comunedimontagnareale.it,86000270834,c_f395
Comune di Montaguto,81000630640,Corso Umberto I 3,83030,peccomunemontaguto@asmepec.it,81000630640,c_f397
Comune di Montaione,01182120483,Piazza Del Municipio N. 1,50050,comune.montaione@postacert.toscana.it,01182120483,c_f398
Comune di Montalbano Elicona,00339970832,Piazza Maria Ss Della Provvidenza,98065,protocollo@pec1.comune.montalbanoelicona.me.it,00339970832,c_f400
Comune di Montalbano Jonico,81001250778,"Viale Sacro Cuore, 63",75023,comune.montalbano@cert.ruparbasilicata.it,81001250778,c_f399
Comune di Montalcino,01440500526,"Piazza Cavour, 13",53024,info@pec.comunedimontalcino.it,01440500526,cdmo
Comune di Montaldeo,00413650060,"Via Ambrogio Doria, 93",15060,montaldeo@cert.ruparpiemonte.it,00413650060,c_f403
Comune di Montaldo Bormida,00412320061,"Piazza Giovanni XXIII, 1",15010,montaldo.bormida@cert.ruparpiemonte.it,00412320061,c_f404
Comune di Montaldo di Mondovi,00525350047,Via Municipio 1,12080,comune.montaldodimondovi.cn@legalmail.it,00525350047,c_f405
Comune di Montaldo Roero,00518530043,Via Roma 56,12040,montaldo.roero@cert.ruparpiemonte.it,00518530043,c_f408
Comune di Montaldo Scarampi,82002290052,"Via G. B. Binello, 62",14048,comune.montaldoscarampi.at@legalmail.it,82002290052,c_f409
Comune di Montaldo Torinese,90011130011,Via Trinita' N. 17,10020,comune.montaldotorinese.to@cert.legalmail.it,90011130011,c_f407
Comune di Montale,80003370477,v. Gramsci 19,51037,comune.montale@postacert.toscana.it,80003370477,c_f410
Comune di Montalenghe,01156620013,"Via Cavour, 2",10090,ragioneria.comune.montalenghe@pec.it,01156620013,c_f411
Comune di Montallegro,80005270840,"Corso V.Emanuele,70",92010,comune.montallegro@pec.it,80005270840,c_f414
Comune di Montalto Carpasio,90093830082,"Piazza Garibaldi, 17",18010,comune.montaltocarpasio@legalmail.it,90093830082,c_m387
Comune di Montalto delle Marche,80000490443,"Piazza Umberto I, 2",63068,com.montalto.ap@emarche.it,80000490443,c_f415
Comune di Montalto di Castro,80009830565,"Piazza Matteotti, 11",01014,comune.montaltodicastro.vt@legalmail.it,80009830565,c_f419
Comune di Montalto Dora,01741070013,Piazza 4 Novembre n. 3,10016,protocollo.montalto.dora@cert.ruparpiemonte.it,01741070013,c_f420
Comune di Montalto Ligure,00247280084,"Via Parlamento,39",18010,info@pec.comune.montaltoligure.im.it,00247280084,c_f406
Comune di Montalto Pavese,86003290185,"Via G. Musetti, 6",27040,comune.montaltopavese@legalpec.it,86003290185,c_f417
Comune di Montalto Uffugo,00348990789,"Piazza Francesco De Munno, 1",87046,protocollo.montaltouffugo@certificatamail.it,00348990789,c_f416
Comune di Montanaro,01933140012,"Via Matteotti, 13",10017,comune.montanaro.to@legalmail.it,01933140012,c_f422
Comune di Montanaso Lombardo,84507950156,Via Giuseppe Garibaldi 28,26836,comune.montanasolombardo@pec.regione.lombardia.it,84507950156,c_f423
Comune di Montanera,00505700047,Via Cavour 12,12040,montanera@cert.ruparpiemonte.it,00505700047,c_f424
Comune di Montano Antilia,84000670657,Via GIOVANNI BOVIO 17,84060,protocollo.antilia@asmepec.it,84000670657,c_f426
Comune di Montano Lucino,00616910139,Via Liveria 7,22070,comune.montanolucino@pec.provincia.como.it,00616910139,c_f427
Comune di Montappone,81001810449,"Via G. Leopardi, 12",63835,certificata@pec.comune.montappone.fm.it,81001810449,c_f428
Comune di Montaquila,00069590941,"Via Roma, 68",86070,comune.montaquila@anutelpec.it,00069590941,c_f429
Comune di Montasola,00111190575,"Piazza San Pietro,1",02040,segreteria.montasola.ri@legalmail.it,00111190575,c_f430
Comune di Montauro,00327310793,Via Santa Caterina,88060,protocollomontauro@asmepec.it,00327310793,c_f432
Comune di Montazzoli,00254260698,Piazza Citta Dell'Aquila,66030,montazzoli@raccomandata.eu,00254260698,c_f433
Comune di Monte Argentario,00124360538,Piazzale Dei Rioni 8,58019,argentario@pec.comune.monteargentario.gr.it,00124360538,c_f437
Comune di Monte Castello di Vibio,00470100546,"Via Biancherini, 4",06057,comune.montecastellodivibio@postacert.umbria.it,00470100546,c_f456
Comune di Monte Cavallo,81000130435,Via Roma N. 19,62036,comune.montecavallo@pec.it,81000130435,c_f460
Comune di Monte Cerignone,82002090411,"Piazza Clementina,",61010,comune.montecerignone@emarche.it,82002090411,c_f467
Comune di Monte Compatri,01219790589,Piazza Del Mercato 1,00040,protocollo@pec.comune.montecompatri.roma.it,01219790589,c_f477
Comune di Monte Cremasco,00122220197,Via Roma n. 12,26010,segreteria.comune.montecremasco@pec.regione.lombardia.it,00122220197,c_f434
Comune di Monte di Malo,00152550240,Via Europa 14,36030,montedimalo.vi@cert.ip-veneto.net,00152550240,c_f486
Comune di Monte di Procida,80100130634,Via Panoramica,80070,protocollo@pec.comune.montediprocida.na.it,80100130634,c_f488
Comune di Monte Giberto,81001970441,Piazza Della Vittoria N. 1,63846,info@pec.montegiberto.net,81001970441,c_f517
Comune di Monte Grimano Terme,00359290418,Piazzale G. Matteotti N. 1,61010,comune.montegrimanoterme@emarche.it,00359290418,c_f524
Comune di Monte Isola,00830780177,"Localita' Siviano, 76",25050,protocollo@cert.comune.monteisola.bs.it,00830780177,c_f532
Comune di Monte Marenzo,82003070164,"Piazza Municipale, 5",23804,comune.montemarenzo@pec.regione.lombardia.it,82003070164,c_f561
Comune di Monte Porzio,81001610419,"Viale Cante Di Montevecchio, 10",61040,segreteria.monteporzio@emarche.it,81001610419,c_f589
Comune di Monte Porzio Catone,84001810583,Via Roma 5,00040,comune.monteporziocatone@legalmail.it,84001810583,c_f590
Comune di Monte Rinaldo,00396470445,"Via Borgo Nuovo, 16",63852,comune.monterinaldo@emarche.it,00396470445,c_f599
Comune di Monte Roberto,82002210423,"Piazza Ruggeri, 15",60030,comune.monteroberto@emarche.it,82002210423,c_f600
Comune di Monte Romano,00187760566,"Piazza Plebiscito, 2",01010,segreteria@pec.comune.monteromano.vt.it,00187760566,c_f603
Comune di Monte San Biagio,81003590593,Via Roma 3 04020 Monte San Biagio,04020,comune.montesanbiagio@pec.it,81003590593,c_f616
Comune di Monte San Giacomo,83002030654,Via Sant'Anna,84030,prot.msgiacomo@asmepec.it,83002030654,c_f618
